olympus/pic.0699.jpg,2828.5063,521.0507,2828.7905,501.0795,2828.4814,520.3318,2828.8206,516.3762,1004.7350,608.2759,1139.5614,507.6132,1004.6221,626.2168,1139.6528,544.5025
olympus/pic.0206.jpg,2708.5486,1228.1379,2708.8625,1227.9928,2708.6143,1237.9414,2708.8953,1230.9410,962.0712,556.1165,1091.2280,558.3847,962.3005,633.0726,1091.3320,586.4874
olympus/pic.1090.jpg,2066.3047,1177.7776,2066.4473,1159.8138,2066.1238,1163.5619,2066.4341,1167.4025,734.2907,849.3526,832.4984,712.3757,733.6146,768.2420,832.4552,777.6044
olympus/pic.0739.jpg,1931.4956,1451.4780,1931.6449,1451.4543,1931.5220,1473.4539,1931.7504,1450.9719,686.2233,906.5653,777.9219,873.2064,686.3447,1095.1538,778.4442,876.9684
olympus/pic.0684.jpg,2674.0559,1066.8193,2674.2546,1066.4823,2674.0779,1076.0592,2674.4607,1083.9041,949.8502,862.0012,1077.0406,908.8179,949.8508,926.6082,1077.7325,1005.6495
olympus/pic.0551.jpg,1201.7588,1148.2020,1201.8585,1144.5895,1201.7354,1159.8760,1201.9036,1148.5220,426.9139,599.1041,484.1027,553.1942,426.8626,753.4111,484.2635,600.6607
olympus/pic.1000.jpg,2587.8748,1594.7456,2588.1836,1600.6360,2587.8572,1537.0787,2588.0996,1507.4192,919.3508,1251.8976,1042.8191,1183.7700,919.2738,997.3057,1042.4749,674.0960
olympus/pic.0305.jpg,1740.4735,842.8906,1740.7021,850.2459,1740.4849,890.3497,1740.6276,850.8250,618.2444,418.3414,701.3745,359.3001,618.2752,795.2538,701.0955,361.9229
olympus/pic.0213.jpg,2237.4143,1806.1481,2237.7124,1802.4288,2237.5557,1808.8927,2237.6274,1801.9022,794.8373,825.0784,901.5968,802.5568,795.1693,888.2501,901.2910,819.1017
olympus/pic.0634.jpg,2719.8550,723.0400,2720.1570,716.4634,2719.8818,718.0687,2720.1421,716.8234,966.1937,360.6372,1095.8466,314.2000,966.2707,386.5476,1095.7971,312.7328
olympus/pic.0580.jpg,3052.7883,1376.1259,3053.0864,1360.0605,3052.7341,1355.9330,3053.0552,1358.0560,1084.6925,908.5305,1229.9789,752.5971,1084.4794,720.6420,1229.8892,718.7449
olympus/pic.0136.jpg,2168.9980,1108.8257,2169.1719,1116.3970,2169.0332,1120.8252,2169.3547,1106.1005,770.5170,673.7827,873.5608,700.4803,770.5844,722.6232,874.2225,655.4999
olympus/pic.0725.jpg,1898.7722,1979.1642,1898.9814,1958.9133,1899.1244,1949.2092,1899.2953,1947.9230,673.9244,1387.4413,764.4932,1203.1534,674.9833,1151.4697,765.6696,1101.3646
olympus/pic.0754.jpg,2731.1821,1525.2052,2731.4753,1531.5546,2731.1665,1551.2748,2731.5413,1525.5356,970.0110,833.7797,1100.3236,839.1864,969.9958,1003.1465,1100.4967,807.8766
olympus/pic.0153.jpg,2142.8799,1586.6008,2143.1143,1604.3138,2142.8013,1652.2556,2143.1060,1602.1481,761.1596,804.1095,863.3668,827.0635,760.9943,1221.9691,863.3660,795.9360
olympus/pic.0779.jpg,2052.0366,1276.3658,2052.2004,1312.0721,2051.8696,1394.2131,2052.1440,1295.3510,729.0639,652.4284,826.8677,728.6533,728.5801,1454.5039,826.6013,652.7010
olympus/pic.0295.jpg,832.5203,748.9014,832.6910,744.0475,832.6793,744.9948,832.6011,745.6495,295.7100,367.8452,335.5892,326.6808,296.1153,337.2024,335.2669,342.3006
olympus/pic.0157.jpg,2163.9573,1770.8817,2164.3320,1756.5674,2164.0664,1744.3322,2164.1353,1748.3516,768.5719,1239.7596,872.1873,1165.2024,768.9742,1065.3650,871.5383,1070.6597
olympus/pic.0323.jpg,2842.5513,984.9892,2842.7024,983.0961,2842.3438,1002.6244,2842.7244,980.1329,1010.2540,670.2485,1145.1755,561.7350,1009.5723,749.2877,1145.2120,514.4099
olympus/pic.0494.jpg,3092.5793,500.2361,3092.9597,512.1624,3092.6226,530.4190,3092.9338,496.6271,1098.4303,551.8256,1246.0272,584.6163,1098.6561,661.6026,1245.9797,512.1592
olympus/pic.0475.jpg,1779.6401,952.1838,1779.9280,946.7090,1779.7626,952.0500,1779.9609,951.6081,631.7623,503.0344,717.0104,443.7386,632.1603,483.5229,717.1362,478.0027
olympus/pic.0161.jpg,2177.7891,1897.7510,2177.9656,1896.6163,2177.7512,1905.7393,2178.0334,1900.5354,773.6033,946.4354,877.3482,962.8705,773.4684,982.1789,877.5043,982.0238
olympus/pic.0364.jpg,3328.7900,1997.7804,3329.1355,1973.6522,3328.7297,1965.9991,3329.0376,1986.6106,1182.6931,984.4653,1341.3094,912.3596,1182.4161,811.2093,1340.9648,961.3411
olympus/pic.0747.jpg,2769.5154,1055.5233,2769.9729,1038.9219,2769.6714,1056.8057,2769.8257,1050.1848,983.6336,869.5546,1116.0924,718.1470,984.0337,865.2391,1115.6591,778.3875
olympus/pic.1040.jpg,2282.7017,1478.7722,2283.0854,1471.7728,2282.9011,1499.4755,2282.9639,1475.2153,810.6902,924.1419,919.8978,762.1898,811.2648,1037.7319,919.5526,800.3629
olympus/pic.0977.jpg,2953.7212,379.6129,2954.0579,389.2446,2953.7935,454.7388,2954.0459,396.7398,1049.2719,469.4487,1190.0736,492.7938,1049.4513,819.9713,1190.0236,537.9390
olympus/pic.0483.jpg,2212.4255,1855.0416,2212.6982,1851.5403,2212.5464,1853.7832,2212.7476,1842.6971,785.8073,1069.0361,891.3062,1023.0511,786.0382,1078.0166,891.4910,976.1223
olympus/pic.0780.jpg,3145.7644,1909.0710,3146.0784,1919.5604,3145.6582,1925.9114,3146.1118,1917.4789,1117.4561,783.4909,1267.3079,901.7593,1117.1321,876.6539,1267.5392,922.8903
olympus/pic.0077.jpg,2089.9263,1485.7142,2090.3093,1472.2173,2089.9814,1488.3528,2090.1084,1477.7941,742.1688,854.2651,842.4351,673.8946,742.3604,879.5912,841.6844,697.1938
olympus/pic.0811.jpg,1720.5074,1315.3730,1720.6610,1331.9579,1720.4407,1387.8739,1720.6437,1335.2671,611.3347,877.4398,693.2042,868.1763,611.0852,1294.7609,693.1359,908.4922
olympus/pic.0861.jpg,2269.8635,1255.7451,2270.0972,1273.1611,2269.8582,1278.2074,2270.1257,1258.7799,806.3224,711.6636,914.4855,853.5570,806.2872,844.5556,914.5688,733.3713
olympus/pic.0995.jpg,2688.9543,2107.0757,2689.2976,2085.7512,2689.0723,2092.2297,2689.2976,2116.1799,955.0599,910.5272,1083.3829,930.0375,955.3274,905.4250,1083.4066,1030.4200
